Crazyflie name,QTM packet timestamp (s),QTM_x (m),QTM_y (m),QTM_z (m),cf_yaw (°),QTM_vx (m/s),QTM_vy (m/s),QTM_vz (m/s),x_g (m),y_g (m),z_g (m),yaw_g (°),roll_c (°),pitch_c (°),yaw_rate_c (°/s),thrust_c (PWM) 
cf1_sim,45.56000000000152,-0.6181176517078132,-0.09543869632013736,0.4,44.70000000000079,0.282468361459137,-0.3045276807331704,0.0,-0.27907685383997594,-0.31535431036429296,0.5,59.75240133315485,-0.46637527830672487,2.2855822171997575,-75,65000
cf1_sim,45.580000000001526,-0.6123794883824434,-0.10139644283492569,0.4,46.20000000000079,0.2869081662684918,-0.2978873257394165,0.0,-0.27066135435339506,-0.3136589432542458,0.5,61.28209504754497,-0.4516049565710274,2.285802255029546,-75,65000
cf1_sim,45.60000000000153,-0.6065552953316766,-0.1072197926238916,0.4,47.70000000000079,0.2912096525383403,-0.29116748944829535,0.0,-0.2623175358214451,-0.31178544154673826,0.5,62.81210450439328,-0.4368891547668298,2.2859181115734257,-76,65000
cf1_sim,45.62000000000153,-0.6006478693642068,-0.11290721216396876,0.4,49.220000000000795,0.29537129837349435,-0.28437097700385816,0.0,-0.2540489967859344,-0.30973545498160143,0.5,64.34219301152739,-0.421430810108349,2.28607855248604,-76,65000
cf1_sim,45.640000000001535,-0.5946600365962651,-0.11845722462846722,0.4,50.7400000000008,0.2993916383970853,-0.2775006232249232,0.0,-0.24585930117281005,-0.30751070518462476,0.5,65.87212372103767,-0.40602877147326366,2.2861273873737757,-76,65000
cf1_sim,45.66000000000154,-0.5885946513096308,-0.1238684104578328,0.4,52.26000000000081,0.3032692643317148,-0.27055929146827845,0.0,-0.2377519768602204,-0.30511298495638706,0.5,67.40166009584175,-0.39068398293762785,2.286066216285433,-76,65000
cf1_sim,45.68000000000154,-0.5824545947984758,-0.1291394079074427,0.4,53.780000000000804,0.30700282555775155,-0.2635498724804945,0.0,-0.2297305142611074,-0.3025441575325871,0.5,68.93056637473136,-0.3753973515808166,2.285896649777425,-76,65000
cf1_sim,45.700000000001545,-0.5762427742055048,-0.13426891357221882,0.4,55.30000000000081,0.3105910296485519,-0.25647528323880664,0.0,-0.22179836492089872,-0.29980615581616954,0.5,70.45860803363809,-0.360169747329605,2.285620308099868,-76,65000
cf1_sim,45.72000000000155,-0.5699621213478571,-0.13925568288784942,0.4,56.82000000000081,0.3140326428823894,-0.24933846578153035,0.0,-0.21395894013085848,-0.29690098158155476,0.5,71.98555224088841,-0.3450020028199082,2.285238820379902,-76,65000
cf1_sim,45.74000000000155,-0.5636155915332393,-0.14409853060841898,0.4,58.34000000000081,0.31732649073088953,-0.24214238602847785,0.0,-0.20621560955765317,-0.2938307046512901,0.5,73.51116830427274,-0.32989491327625764,2.2847538238026552,-76,65000
cf1_sim,45.760000000001554,-0.5572061623667638,-0.14879633126025593,0.4,59.860000000000824,0.32047145832377333,-0.23489003259184743,0.0,-0.1985716998896797,-0.29059746204545406,0.5,75.03522810782704,-0.31484923640896706,2.2841669627901684,-76,65000
cf1_sim,45.78000000000156,-0.5507368325489693,-0.15334801957181715,0.4,61.38000000000082,0.3234664908897252,-0.22758441557806158,0.0,-0.19103049350069795,-0.2872034571041529,0.5,76.55750653631723,-0.29986569232914323,2.283479888178739,-76,65000
cf1_sim,45.80000000000156,-0.5442106206655052,-0.1577525908794378,0.4,62.90000000000082,0.3263105941732079,-0.22022856538103303,0.0,-0.18359522713130233,-0.2836509585834621,0.5,78.07778188552561,-0.2849449634814871,2.2826942563949983,-76,65000
cf1_sim,45.82000000000156,-0.537630563968964,-0.16200910150878461,0.4,64.42000000000083,0.3290028348270588,-0.21282553146734137,0.0,-0.1762690905887595,-0.2799422997251738,0.5,79.59583625656195,-0.27008769459493404,2.2818117286311748,-76,65000
cf1_sim,45.84000000000157,-0.5309997171533498,-0.16611666913186074,0.4,65.94000000000082,0.33154234078070965,-0.20537838115380663,0.0,-0.16905522546573348,-0.2760798773007243,0.5,81.11145593256035,-0.25529449265114246,2.280833970019854,-76,65000
cf1_sim,45.86000000000157,-0.5243211511216721,-0.1700744730994197,0.4,67.46000000000082,0.3339283015838837,-0.1978901983779483,0.0,-0.16195672387840904,-0.27206615062968365,0.5,82.62443173627183,-0.24056592687083234,2.2797626488086906,-76,65000
cf1_sim,45.88000000000157,-0.5175979517471595,-0.17388175474865614,0.4,68.98000000000081,0.3361599687256318,-0.19036408246182204,0.0,-0.1549766272245201,-0.26790364057320026,0.5,84.13455936722218,-0.2259025287179622,2.2785994355354093,-76,65000
cf1_sim,45.900000000001576,-0.5108332186285879,-0.1775378176860507,0.4,70.50000000000081,0.338236655928581,-0.18280314686972848,0.0,-0.14811792496177906,-0.2635949285028049,0.5,85.64163971727108,-0.21130479192176513,2.2773460022034944,-76,65000
cf1_sim,45.92000000000158,-0.5040300638402223,-0.18104202804525651,0.4,72.02000000000079,0.3401577394182771,-0.17521051796029105,0.0,-0.14138355340719533,-0.2591426552449856,0.5,87.1454791635811,-0.19677317251654391,2.2760040214589683,-76,65000
cf1_sim,45.94000000000158,-0.497191610676872,-0.18439381471992455,0.4,73.54000000000082,0.34192265816751466,-0.16758933373340215,0.0,-0.1347763945577649,-0.2545495200019577,0.5,88.64588983818143,-0.18230808889930777,2.2745751657686006,-76,65000
cf1_sim,45.960000000001585,-0.4903209923945609,-0.18759266957137533,0.4,75.0600000000008,0.34353091411555564,-0.1599427425725387,0.0,-0.12829927493300142,-0.24981827924905975,0.5,90.14268987348751,-0.16790992190510573,2.2730611065999913,-75,65000
cf1_sim,45.98000000000159,-0.4834213509473179,-0.19063814761103434,0.4,76.5600000000008,0.34498207236215,-0.15227390198295054,0.0,-0.12195496443977238,-0.2449517456092187,0.5,91.63570362331512,-0.154371895870428,2.27140976603002,-75,65000
cf1_sim,46.00000000000159,-0.4764958357205923,-0.19352986715755888,0.4,78.0600000000008,0.34627576133628063,-0.14458597732622608,0.0,-0.11574617525989472,-0.2399527867049329,0.5,93.12476185910081,-0.1409002480149358,2.269686239985804,-75,65000
cf1_sim,46.020000000001595,-0.469547602261801,-0.1962675099685937,0.4,79.5600000000008,0.3474116729395649,-0.13688214055174178,0.0,-0.10967556076093465,-0.234824323988235,0.5,94.60970194121039,-0.1274951682083444,2.267892121666957,-75,65000
cf1_sim,46.0400000000016,-0.46257981100851586,-0.19885082134710377,0.4,81.0600000000008,0.3483895626642558,-0.12916556892550252,0.0,-0.10374571443064812,-0.22956933154910164,0.5,96.09036796538048,-0.11415681150355327,2.2660289997513505,-75,65000
